Audio_Song,Lyric_Song,Arousal,Valence,Quadrant,Emotion,lyric_id,word_count,unique_word_count,lexical_diversity,avg_word_length,line_count,avg_words_per_line,positive_word_ratio,negative_word_ratio,sentiment_ratio,top_word_1,top_word_1_count,top_word_2,top_word_2_count,top_word_3,top_word_3_count,top_word_4,top_word_4_count,top_word_5,top_word_5_count,repetition_ratio,repeated_words_count,repeated_phrases_count,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,rolloff_mean,flatness_mean,contrast_mean,zcr_mean,tempo,rms_mean,rms_std,beat_strength,low_energy_ratio,energy_entropy,brightness,warmth,activity,harmonic_energy_ratio,harmonicity
A005,L055,0.7875,0.6875,Q1,Excited,L055,0.5838457550069823,-0.0321360361838377,-1.1364929321263122,-0.8945396960911015,0.7903645357594168,-0.2047369742483135,0.9701496494878544,-0.6189059791154802,2.5955075160079057,got,0.612914177334878,look,1.3549134774139953,dream,-0.2915755771650413,ve,-0.0861955509791893,do,0.1095757184574562,1.1364929321263133,1.4598851552864611,1.714350375065704,-0.3720581081191356,-0.2152352609807362,-0.7101297105043631,0.0508199245160991,0.2875673809747514,-0.0679258666571474,-0.6087439630071263,-0.5653956136117191,-0.5591526647837926,-0.6373524223889618,0.2138030579422808,-0.1312277676662098,-0.4975650305282819,-0.8020479215668237,-0.2827306258631064,-0.1338103955195757,-0.1166845573517458,-0.1799272076857193,0.5738381959181041,-0.1533080566631711,-0.3100253159880538,-0.4888944321767649,0.0758627067532381,-0.0160409484520165,-0.4861849893388157,0.3977491349406583,-0.2213496451317385,-0.6703321501440124,0.2456293084061621,0.5513325851043245,-0.1328399985468877,0.1811772902154809,0.489977871585587,1.2355236990762637,0.0504507456832855,0.0886119030409007,-0.53319262610049,-1.1155509446964595,0.0509620094682482,0.5095058924059629,-0.8518375651807356,-1.553471729015688,0.0059548391571473,0.2811222020535752,0.3176348579164671,0.8763590161994737,0.5345527362460551,0.5486798501097555,1.0216197118090198,1.4706140878155023,0.8489760643663149,0.4032813887409673,0.8062193380716014,0.9559684793002664,0.648545242501042,-0.7106891782051966,0.5626145669427373,[123.046875],-1.31566158659243,-1.1654551004941365,0.8963966570979548,-0.7005129558388019,-0.1450415974036038,1.086333584165767,-0.0929408475956345,[0.06471955],-1.9513635523689248,-0.5834747926767009
A011,L061,0.68125,0.85625,Q1,Happy,L061,-0.5491397959280492,-0.9749300235466092,-1.2862630972982427,-1.116898409609183,-0.3312942823124558,-0.8207473331823335,3.8182511052806856,-0.6189059791154802,3.2657192184546,love,0.297855532710872,ll,-0.5695271849739635,till,-0.6301301902107483,as,-0.7293246451538812,write,-0.6532089687730877,1.2862630972982438,-0.1986235477999324,1.448871658703328,0.5932688967854762,-0.5873269201808755,-0.0930353370128791,-0.287582119593031,0.1538307092728173,-0.7323942843680755,-1.260182846149032,-1.235071171070223,0.0672149541669789,-0.6756444268498224,-0.8679385425947956,-0.8052530206941018,-0.2528584911433584,-1.166365562127887,-0.5017375614484838,-0.7543049123280025,0.2988471382132729,0.4529400524315656,-0.1668056472658652,-0.7575422009001279,-0.3608752195203941,-0.248886647722578,-0.709559041347484,-0.7154363127939454,0.8455680813351987,-1.4629585055449674,-1.147599322624982,-0.9296659493912478,0.0794383921404571,0.8753032186226554,0.3848222418035872,1.2104706483629808,-0.8404441011273742,-1.0805333640153052,-0.6561292753397329,0.6700724567212747,-0.7980950324531306,-0.0414265063974753,0.0312014976988611,1.61724559319166,-1.6260528550988105,-1.7649964588031328,-1.0069866158520702,-0.796739290084909,0.1794902569426632,0.8335967899287472,0.0190153489982348,0.3351574713945989,-0.345531430585641,1.2286285674299855,0.131856710045569,-0.116040644051587,0.5410261029598894,0.2367912253930459,0.1354316304217351,-0.399857926296531,-0.265411655814915,[135.99917763],0.1075215959771976,-0.4083859240436427,0.0066818172429271,0.068631019320743,0.7504706714401925,0.1476960429458277,0.0402200279582976,[0.18521025],0.4724478390600369,-0.078961361553042
A014,L064,0.8625,0.7250000000000001,Q1,Excited,L064,0.4155805741750469,-0.1621765861649096,-1.13399676270678,-0.4870931212891435,1.3287607684339156,-1.0550114005381437,-0.0474958000848729,-0.6189059791154802,0.5848724086678231,feels,1.0067374831148852,just,0.8738033118170055,like,1.570474794586347,yeah,1.843191731544886,ow,2.3979297801490884,1.1339967627067806,-0.0143448030125553,0.1214780768914482,0.8853380109970778,-1.2616875368755665,-1.0318961820598744,0.1404463716919114,1.086472569350564,-0.6862423989548306,-1.1168460447702804,-0.2135787477066344,0.9033426328560304,-0.9897256826823668,0.820580245497714,-0.7041459526496823,0.6369568267926339,-0.6753432339508911,-0.0800439908604259,-1.0013801130642472,0.9642127595911812,-0.9066344847787052,-0.3149890862575207,-0.5457018296207101,0.9769643185565844,-1.3949206588027374,-0.2009265549494983,-1.0788166123897491,0.0307455410680766,-1.12716035061468,0.0638707423864221,0.0496153241519647,0.3573367107301505,-0.1246883167887311,0.6016427380377224,0.3608289364636131,0.5304122816406973,0.2770027718857108,0.5195084200025661,-0.2316286167915191,0.0920709476731769,-0.7714562718843945,0.4739571147743906,-0.3942028169325813,1.1201774521008594,0.2351290128673829,1.5362365477724975,-0.4745240954338095,2.2364254306457494,-0.2241889588237465,1.296670731568001,-0.2002377606488092,0.3905012030167865,-0.2242364656582935,1.486007898239971,1.0824913128921363,1.7162543131743755,1.7145832331289124,1.710119121884143,-1.7429470655156312,1.1137241444972663,[117.45383523],0.3611952588493766,-0.2653277095806619,0.7104768203918692,-0.6732474337000316,0.8543824285228755,1.9701588294121688,-0.7982611640307261,[0.17745368],-0.9493357709663836,-0.454885430466271
A019,L069,0.78125,0.81875,Q1,Happy,L069,-0.2294359523473719,-0.3084722048936156,-0.4016025832012361,0.622604503551894,-0.3761606350353307,0.2962862293674456,-0.301409678541727,-0.6189059791154802,-0.0853392937788709,girls,0.5341495161788764,all,0.5129706876192633,wish,0.3855336489263726,could,0.7713099079203997,california,1.1266219680981815,0.4016025832012366,-0.8896688407525964,-0.4094793558333036,0.3991625571897755,-1.3852719214745763,-0.3229703431423602,-0.1008280422063742,0.0753881926350773,-0.6654098121588884,-0.2774616732628406,-0.7616687280507763,0.361020991684523,-0.7729655762146156,-0.2142705770877487,-0.8563858741361015,0.2199015323847894,-1.297963962465256,-0.2308962578478264,-1.0779970283192042,0.2149850746421633,-0.6024162309358826,1.276231757964912,-0.3641787539177043,-0.1128934147532284,-1.0292856546400606,0.02188687723828,-0.965454486476689,0.5338759240488372,-0.4930928498573751,-0.1689765210144891,-0.1353196088131075,0.3380011773628459,1.6254007314604706,-0.3261144884691106,0.7029311524679606,-0.3680688248073779,0.6412519356310646,-0.7773356242884366,-0.3673047960666263,-1.0913567792285328,-1.1895861294588226,0.0676189380527322,1.3610725764544276,-0.3244002058925203,0.0678433861916005,0.2589354610001188,1.3223360674272429,-0.074952701262642,0.3169619587081205,-0.1327808142272503,-0.1370078714506839,0.3322119785284545,0.9761796858093592,0.2788597645389472,0.1827816736088137,0.521361194826976,0.3679189709278802,-0.019951952507194,-0.054923025500813,-0.0771163943623995,[117.45383523],-0.2191208163326251,-0.9791682239799244,-0.0616218883587372,-0.3405099922955171,1.062093547329492,0.4743428836041313,0.1100132526052358,[0.13742129],0.2447601927625399,-0.1503346813402035
A022,L072,0.76875,0.8374999999999999,Q1,Happy,L072,-0.5996193501776298,-0.8286344048179033,-0.7557868348505652,-0.3642054663620049,-0.5556260459268303,-0.4404552238404129,-0.1336142775535944,-0.6189059791154802,-0.0853392937788709,miss,-0.3322617565371397,jamaica,-0.0884170193769738,re,-0.1222982706421878,not,-0.3005719157040866,suit,-0.3989474063629064,0.7557868348505657,-0.1986235477999324,0.6524355096162001,0.5647865328054196,0.4529557250478699,-0.639698168085531,-0.7134174163345935,0.1379993734981596,-0.59021267245102,1.3959377368999977,-0.2947030469740771,-0.5736210272054342,-1.0208729120240716,0.8993879882530161,-0.4024830707541408,-0.0724036422021175,-1.016448357226297,-0.0453135678128695,-1.2539308952551762,-0.1032012975915735,-0.0050539761987766,0.0154577129975058,-0.3322924923658715,-1.1189948496365514,-0.0751788519027378,0.5172430120090074,-0.7790912688970949,-1.2444232268479871,-0.5925078677275278,-0.0946182791700504,0.4769978096979488,0.4294567772851147,0.9733210168648172,-0.4000592662477381,-0.9885025053531428,0.6002671072305937,1.348351484048988,0.1741324697598566,0.1015215285689219,0.8911123421993484,1.462432135279223,0.092311223200092,0.2861757071494843,0.0742916144243517,-0.1982983397187118,1.0490037450387937,1.1885532841753688,-0.3463152218933458,-0.570139177378249,-0.8889762913222233,0.2305317988451684,-1.085833000152523,-1.3007226291436604,0.2211545063933369,-0.5781185153941468,0.1508935568700164,0.2658749626476286,-0.5202844902257605,0.4633325986626986,-0.0944132846586189,[123.046875],0.9169015244488952,0.9590270581728464,-0.0085066769207304,-0.4828410178764089,0.2989200697064842,-0.16947160515032,0.2697724451161886,[0.22606403],-0.0786161934954187,-0.2341337589353673
A024,L074,0.69375,0.84375,Q1,Happy,L074,-0.5210955991227266,-1.0887155047800472,-1.6430528517255765,-0.7570187429286412,0.2519683030849179,-1.6175115622686829,-0.6954746354077962,-0.6189059791154802,-0.5321470954100004,life,-0.1747324342251368,mine,-0.0884170193769738,feels,0.2162563424035191,like,0.1281808137457079,fine,0.1095757184574562,1.6430528517255771,-0.3368326063904652,0.6524355096162001,0.6377156720752546,0.1020950639586265,-0.1691906784329127,-1.0974908652956563,0.5331589652274631,-1.0128785184069165,-0.6607258822535774,-0.9339387074966088,0.7754644159164714,-0.7671463842050977,0.4064529536958355,-1.5265321348799394,0.2764933397223708,-1.3050847636642602,-0.7117326455065556,-1.2375773561218817,0.6657727926127415,-1.2713999082998997,0.0510731699301584,-1.2288027945482922,0.0816645409876041,-1.3621911461203515,-0.0159681010866516,-1.3494550170220787,0.3997373025887218,-1.548986452402021,1.789566415075048,0.5881716823167478,0.424781628779516,-0.7839687917274134,0.4377687507200487,-0.0209232870739052,0.7424554661340531,0.1208586287431762,0.7231490933555558,-0.3694118882447629,1.9250807727265045,0.9356110796881758,0.7611279003397156,-0.6462865119245184,0.7238017380273726,-0.5929151425113693,0.5957125708699638,-0.0381975596822661,-0.5296787609549196,-1.6620738559478632,-0.0748329304368813,0.0549103723783976,0.4206505530137392,-0.706298434164499,0.0793404145003445,-0.4517340358615888,0.7628569877177913,0.4449896797578128,0.1049850254118883,-1.2322750686082995,-0.4800945276281927,[99.38401442],0.3102556999228741,0.475181610658966,-0.2487745649906384,0.2042865598939555,0.2026332137622142,0.24255306612834,-0.3868860908733829,[0.14717972],-0.6052052415388756,-0.4095748210659686
A039,L089,0.8875,0.89375,Q1,Happy,L089,-0.2686978278748235,-0.3247272736412495,-0.3470501923415554,0.6545862672101926,-0.1069625186980812,-0.484904950906352,-0.2885197033171385,-0.6189059791154802,-0.0853392937788709,dancing,-0.4110264176931412,queen,-0.2086945607762212,that,-0.1222982706421878,can,-0.0861955509791893,dance,-0.144685843952725,0.3470501923415559,0.1699339417748217,1.183392942340952,0.7286308326513865,0.216495928874859,-0.7811052030188954,-0.6952511250348516,0.317956972681685,-0.650462498984466,-1.200889658961756,-0.6092699468217919,-0.0277822117760977,-1.1712631522368977,-0.9895720896035066,-0.6248875493483352,0.3813702751997824,-1.0994875779763895,-0.8282442469086442,-1.0976615004214196,0.526773538282736,-0.9840451672540312,-0.2088331717575952,-0.949780076333528,-0.0091715680112604,-0.3975753271724914,0.0187610133207756,-0.0814629355498918,-0.7033428615786023,-0.6042723882959599,-0.3390646229865122,-0.2570898586891307,0.402873410492548,1.2608241764498551,-0.8265119299967226,-0.6509608666070257,-0.552668142730936,-0.6077230178092408,0.853115051502875,1.770548316120698,-0.3582463091380605,-0.9637434804850612,0.3164112660729624,1.8575979559673768,-1.1613415838187673,-1.540461859970118,-0.5395541264635806,-0.1610763635338916,-0.3549659952214359,0.2246021453928626,-0.8909209987997371,-0.8205921064290558,-0.0462290716963509,1.051275403980005,1.0512314175146784,0.119266049978797,1.1825504122122283,1.1515787178894776,1.4352124311215184,-0.7815196850726321,0.8846958011370479,[99.38401442],-0.1337611793042438,0.047102111423726,-0.0518774934683756,-0.6216760442580042,0.1241497826458496,0.9150191015178868,0.1709151466619065,[0.12126206],-0.4858939784305312,-0.3777522087307981
A042,L092,0.8187500000000001,0.8812500000000001,Q1,Happy,L092,-0.7061872980378555,-1.218756054761119,-1.716191571438845,-1.1650536791740893,-1.0042895731555792,1.0461412035870947,-0.6954746354077962,-0.6189059791154802,-0.5321470954100004,do,1.3217961277388912,want,0.2724156048207684,dance,0.7240882619720796,baby,-0.0861955509791893,oh,-0.6532089687730877,1.7161915714388456,-1.166086957933662,-0.1440006394709276,0.1560574850550771,-0.2710608096055623,1.8957333119300648,-1.2443434896600911,-1.5177085844703029,-1.024410849079598,0.5760454620429258,-0.7994138087274645,-2.002026813138816,-0.2213604905558797,0.5702438448172796,0.5676142237969035,-2.296385906243321,-0.048674563248968,0.8685195999374319,0.2679693439063546,-1.1117529587440511,-0.7488696361711669,0.2532484138279904,1.0069717555355795,-0.304650749040742,-1.0247082650979933,-0.8899979154542572,-1.2759101818926846,0.5434677356476239,-1.117254881272575,0.5481727699684983,1.545952246095474,-0.5808094615860421,-1.0396585007628076,-0.2991817976534071,0.8365424524706209,-0.7261648175796777,0.2990829897911944,-0.7833489731185111,-1.6494404777170346,1.054187897270475,1.2701397125942075,-0.4649600481913085,-1.021937196446833,-0.7916880807142173,0.0606705939149358,-1.6278912351765324,-2.5564755619230013,-0.1929776929282672,-0.3502654397358561,0.3718042095892723,0.8862452912988895,-1.166497682315217,-2.7374773763775964,-1.1109118635701911,-1.6646671746795418,-1.3625508352516429,-1.1594183224652033,-0.8875492160533285,0.0576843020330582,-0.5908737049978325,[73.828125],-0.0147750314967255,-0.5882614352350589,-1.1677085311583957,1.0463538468586704,0.3867502988574937,-1.2629023469264116,-0.0883154833695945,[0.09523977],0.2060217797552556,-0.0615946705924163
A043,L093,0.75625,0.78125,Q1,Happy,L093,0.4099717348139824,0.32547547626411,-0.4735699443145534,-0.0861949679931821,0.5211664194221673,-0.1102572513505822,2.554090867107176,-0.3907350845265556,2.2604016647845584,beautiful,0.2190908715548705,day,0.2724156048207684,up,0.2162563424035191,without,0.5569335431955024,cuz,0.6180988432778189,0.4735699443145548,0.3542126865621988,0.3869567932538242,-0.5943650851368396,0.3693690176447211,0.3603301818339618,0.6893645788538525,0.527733662138176,1.730835684249723,0.1113130707134305,3.037464562611817,-1.370879578816643,1.6902797111583756,-0.0664875397119179,3.242123429972934,-1.2795064722955285,2.8185331951569665,1.095331826362948,2.656199434184927,-1.4710865182652912,2.4475727268599337,1.9494045731989484,3.1339713780366742,-0.3603137234902632,2.868227699262942,-0.4579065420710299,2.4073295849702383,1.015563312330691,3.162336653341544,-0.0528545642054458,0.6259461747512672,-0.0301749792602844,0.7771145710090678,0.2048640518420731,1.1287197484473237,-0.3710471808881792,0.6082615865091058,-0.2163228060764958,0.2294955740205495,0.976119370816593,1.6265350120119266,0.0982934297048701,0.4929704699825686,0.2310406129595128,1.01809461931152,0.3601089568908875,0.8169971561348817,0.6831125667687105,1.2568514031187046,0.2185991917021004,0.9227965282161552,-0.360500017809477,-0.0129380895801173,-0.6096088370075107,0.8879184945638458,-0.4177279642876479,-0.4612456734127814,-0.8858928277425149,1.2692912888622825,-0.6320468687312613,[143.5546875],-0.0036781424726604,1.2765202955784207,2.007008529248373,0.6583366704325805,-0.8901868594811904,-0.018234646936739,-1.1580436103072118,[0.18612407],-0.5046481926566482,-0.4618223834951653
A047,L097,0.7875,0.85625,Q1,Happy,L097,0.2809684295094987,0.0328842388066982,-0.7006233488695389,-0.0810333626029161,0.6108991248679171,-0.4831618243547465,-0.276780618737598,-0.6189059791154802,0.1380646070366937,la,0.3766201938668735,all,-0.4492496435747161,where,-0.2915755771650413,eyes,-0.3005719157040866,this,-0.144685843952725,0.7006233488695395,0.7688398623337973,1.97982909142808,-0.3692358979958988,1.3157608522904642,-0.9692339008344586,0.0514442796684884,1.3094272537097371,-0.2119221427570352,-0.986523083538028,-0.1881582417576132,0.4725761283966319,-0.8333266073936858,-0.4787648365145898,0.1396322927077124,0.9280579190478204,-0.68064295693879,-0.6570347172173375,-0.6709613231308609,1.3953634910392332,-0.3590321161879138,-0.0149149365983122,-0.1499122326844339,0.4787840737461423,0.3031919657523037,-0.0620332393313406,-0.27355875419287,0.1289723225269566,-0.4341629614403373,-0.7493209072777195,-0.9738383692653274,0.2372645888855717,1.1949851003881442,-0.438762897872743,-0.8150942127946694,0.5035943680056738,0.6430402959715948,1.2710887015153671,1.278412547545728,0.1767829697057056,0.679663711472178,-0.1389704455105735,1.196693866435912,-0.4296158796966572,-0.4072449330814895,0.4827010848128771,1.4458304926028984,-0.6268698492285508,-0.3422145558833248,-0.6312238658445186,0.1641865912543862,-0.5540859707818614,-0.1152672946237042,1.3391272852163296,1.4270048896745844,1.7542671811534685,1.6547905607951532,1.4758090252814322,-1.114320023251918,0.6756400060639663,[99.38401442],-1.0931283113760064,-0.7519559923240093,2.809573262595882,-0.6669295887622899,-0.7006433264648595,1.8046576337823392,-0.7434261358960824,[0.06526295],-1.2849944719309752,-0.5352229975528052
